DUID,Site Name,Region,Technology Type,Dispatch Type,Unit Capacity (MW AC),Commitment Status,Full Commercial Use Date,Closure Date,Closure Year
OAKEY2,Oakey Power Station,QLD1,Gas Turbine,Scheduled,173.0,In Service,,,
OAKEY1SF,Oakey Solar Farm,QLD1,Solar PV,Semi-scheduled,25.0,In Service,,,
OAKLAND1,Oaklands Hill Wind Farm,VIC1,Wind,Semi-scheduled,2.1,In Service,,,
OAKY2,Oaky Creek 2,QLD1,Other,Non-scheduled,3.0,In Service,,,
Unknown,Oaky Creek Power Station,QLD1,Other,Non-scheduled,1.25,In Service,,,
Unknown,OASES Mount Murchison - KCI,QLD1,Battery Storage,Scheduled,1400.0,Publicly Announced,,,
Unknown,Opal BESS,SA1,Battery Storage,Scheduled,4.39,Publicly Announced,2028.0,,
ORABESS1,Orana BESS,NSW1,Battery Storage,Scheduled,0.93,Committed,2026.0,,
Unknown,Orange Grove Sun Farm,NSW1,Solar PV,Semi-scheduled,80.0,Publicly Announced,,,
Unknown,Orsted Gippsland A and B Windfarm,VIC1,Wind,Semi-scheduled,14.69,Publicly Announced,,,
Unknown,Orsted Gippsland C Windfarm,VIC1,Wind,Semi-scheduled,14.69,Publicly Announced,,,
OSB-AG,Osborne,SA1,Gas Turbine,Scheduled,118.0,Announced Withdrawal,,2027-12-31,2027.0
OSB-AG,Osborne,SA1,Gas Turbine,Scheduled,62.0,Announced Withdrawal,,2027-12-31,2027.0
Unknown,Osborne BESS,SA1,Battery Storage,Scheduled,300.0,Publicly Announced,,,
Unknown,Oven Mountain Pumped Storage,NSW1,Hydro,Scheduled,900.0,Publicly Announced,,,
Unknown,Oxley Solar Farm,NSW1,Solar PV,Semi-scheduled,300.0,Publicly Announced,,,
Unknown,Pacific Green Energy Park - Limestone Coast North,SA1,Battery Storage,Scheduled,250.0,Publicly Announced,,,
Unknown,Pacific Green Energy Park - Limestone Coast West,SA1,Battery Storage,Scheduled,4.2,Publicly Announced,,,
Unknown,Pacific Green Energy Park – Portland,VIC1,Battery Storage,Scheduled,6.0,Publicly Announced,,,
Unknown,Pacific Green Energy Park Portland West,VIC1,Battery Storage,Scheduled,1000.0,Publicly Announced,,,
Unknown,Pacific Green Energy Park Stonehill - KCI,QLD1,Battery Storage,Semi-scheduled,250.0,Publicly Announced,,,
Unknown,Pacific Green Kingswell Energy Park - KCI,QLD1,Battery Storage,Scheduled,500.0,Publicly Announced,,,
Unknown,Paling Yards Wind Farm,NSW1,Wind,Semi-scheduled,6.1,Publicly Announced,2029.0,,
Unknown,Palmer Wind Farm,SA1,Wind,Semi-scheduled,6.85,Publicly Announced,,,
Unknown,Palmerston BESS (Akaysha),TAS1,Battery Storage,Scheduled,4.35,Publicly Announced,,,
PALOONA,Paloona,TAS1,Hydro,Non-scheduled,28.0,In Service,,,
Unknown,Panorama BESS,NSW1,Battery Storage,Scheduled,4.39,Publicly Announced,2028.0,,
Unknown,Para Hill BESS,SA1,Battery Storage,Scheduled,300.0,Publicly Announced,,,
PARSF1,Parkes Solar Farm,NSW1,Solar PV,Semi-scheduled,2.25,In Service,,,
Unknown,Peel Valley Solar Hybrid (PV+BESS),NSW1,Solar PV,Semi-scheduled,4.4,Publicly Announced,2030.0,,
Unknown,Peel Valley Solar Hybrid (PV+BESS),NSW1,Battery Storage,Scheduled,4.4,Publicly Announced,2030.0,,
PPCCGT,Pelican Point,SA1,Gas Turbine,Scheduled,179.0,In Service,,,
PPCCGT,Pelican Point,SA1,Gas Turbine,Scheduled,179.0,In Service,,,
PPCCGT,Pelican Point,SA1,Gas Turbine,Scheduled,171.0,In Service,,,
Unknown,Pelican Point BESS,SA1,Battery Storage,Scheduled,200.0,Committed*,2027.0,,
Unknown,Penfield BESS,SA1,Battery Storage,Scheduled,20.0,Publicly Announced,,,
Unknown,Peninsula Solar Farm And BESS,NSW1,Solar PV,Semi-scheduled,80.0,Publicly Announced,,,
Unknown,Peninsula Solar Farm And BESS,NSW1,Battery Storage,Scheduled,80.0,Publicly Announced,,,
PIBESS1,Philip Island BESS,VIC1,Battery Storage,Scheduled,5.0,In Service,,,
Unknown,Phoenix Pumped Hydro Project,NSW1,Hydro,Scheduled,270.0,Publicly Announced,,,
Unknown,Piambong Wind Farm - KCI,NSW1,Wind,Semi-scheduled,7.2,Publicly Announced,2028.0,,
Unknown,Pikedale Wind Farm (KCI),QLD1,Wind,Semi-scheduled,6.0,Publicly Announced,,,
PINDARI,Pindari,NSW1,Hydro,Non-scheduled,5.77,In Service,,,
Unknown,Pine Lodge 2 BESS - KCI,VIC1,Battery Storage,Scheduled,3.62,Publicly Announced,2029.0,,
Unknown,Pine Lodge BESS,VIC1,Battery Storage,Scheduled,250.0,Committed*,2026.0,,
Unknown,Pinecrest Battery Energy Storage System,NSW1,Battery Storage,Scheduled,1.93,Publicly Announced,,,
Unknown,Pinnacles BESS - Storage - KCI,QLD1,Battery Storage,Scheduled,400.0,Publicly Announced,2030.0,,
Unknown,Pint Pot BESS,NSW1,Battery Storage,Scheduled,4.0,Publicly Announced,,,
Unknown,Pioneer BESS - KCI,QLD1,Battery Storage,Scheduled,200.0,Publicly Announced,2028.0,,
Unknown,Pioneer Sugar Mill,QLD1,Other,Non-scheduled,36.9,In Service,,,
Unknown,Pioneer Sugar Mill,QLD1,Other,Non-scheduled,30.9,In Service,,,
Unknown,Playford Battery,SA1,Battery Storage,Scheduled,100.0,Publicly Announced,,,
Unknown,Pleasant Hills Solar Farm - KCI,QLD1,Solar PV,Semi-scheduled,2.86,Publicly Announced,2029.0,,
Unknown,Pleystowe BESS,QLD1,Battery Storage,Scheduled,200.0,Publicly Announced,,,
Unknown,Pleystowe BESS (KCI),QLD1,Battery Storage,Scheduled,200.0,Publicly Announced,,,
POAT110,Poatina,TAS1,Hydro,Scheduled,50.0,In Service,,,
POAT220,Poatina,TAS1,Hydro,Scheduled,50.0,In Service,,,
POAT220,Poatina,TAS1,Hydro,Scheduled,50.0,In Service,,,
POAT220,Poatina,TAS1,Hydro,Scheduled,50.0,In Service,,,
POAT220,Poatina,TAS1,Hydro,Scheduled,50.0,In Service,,,
POAT110,Poatina,TAS1,Hydro,Scheduled,50.0,In Service,,,
PAREPS1,Port Augusta Renewable Energy Park - Solar,SA1,Solar PV,Semi-scheduled,2.75,In Service,,,
PAREPW1,Port Augusta Renewable Energy Park - Wind,SA1,Wind,Semi-scheduled,4.02,In Service,,,
Unknown,Port Augusta Solar Farm (KCI),SA1,Solar PV,Semi-scheduled,300.0,Publicly Announced,,,
Unknown,Port Kembla Power Station,NSW1,Other,Scheduled,660.0,Publicly Announced,,,
Unknown,Port Latta Wind Farm,TAS1,Wind,Semi-scheduled,4.2,Anticipated,2028.0,,
POR01,Port Lincoln GT,SA1,Gas Turbine,Scheduled,25.0,Announced Withdrawal,,2028-01-01,2028.0
POR01,Port Lincoln GT,SA1,Gas Turbine,Scheduled,25.0,Announced Withdrawal,,2028-01-01,2028.0
POR03,Port Lincoln GT,SA1,Gas Turbine,Scheduled,23.5,Announced Withdrawal,,2028-01-01,2028.0
Unknown,Port Pirie Solar Farm - KCI,SA1,Solar PV,Semi-scheduled,300.0,Publicly Announced,,,
PTSTAN1,Port Stanvac 1,SA1,Gas Turbine,Scheduled,1.57,In Service,,,
PTSTAN1,Port Stanvac 1,SA1,Gas Turbine,Scheduled,1.57,In Service,,,
Unknown,Portland Energy Park BESS,VIC1,Battery Storage,Scheduled,1000.0,Publicly Announced,,,
Unknown,Portland Energy Park BESS,VIC1,Battery Storage,Scheduled,4.2,Publicly Announced,2029.0,,
Unknown,Portland Renewables Project - KCI,VIC1,Battery Storage,Scheduled,350.0,Publicly Announced,,,
PORTWF,Portland Wind Farm,VIC1,Wind,Significant Non-scheduled,2.05,In Service,,,
PORTWF,Portland Wind Farm,VIC1,Wind,Significant Non-scheduled,2.05,In Service,,,
PORTWF,Portland Wind Farm,VIC1,Wind,Significant Non-scheduled,2.05,In Service,,,
Unknown,Portland Wind Farm - KCI,VIC1,Wind,Semi-scheduled,495.0,Publicly Announced,,,
Unknown,Pottinger Energy Park - Battery - KCI,NSW1,Battery Storage,Scheduled,1.96,Publicly Announced,,,
Unknown,Pottinger Energy Park - Solar - KCI,NSW1,Solar PV,Semi-scheduled,2.34,Publicly Announced,,,
Unknown,Pottinger Energy Park - Wind - KCI,NSW1,Wind,Semi-scheduled,5.2,Publicly Announced,,,
Unknown,Prairie Solar Farm,VIC1,Solar PV,Semi-scheduled,250.0,Publicly Announced,2035.0,,
Unknown,Prairie WF and Wongalee WF,QLD1,Wind,Semi-scheduled,8.0,Publicly Announced,2031.0,,
Unknown,Prairie WF and Wongalee WF,QLD1,Wind,Semi-scheduled,8.0,Publicly Announced,2032.0,,
Unknown,Project Brandy BESS,NSW1,Battery Storage,Scheduled,6.9,Publicly Announced,,,
Unknown,Project Brandy BESS,NSW1,Battery Storage,Scheduled,6.9,Publicly Announced,,,
Unknown,Project Monash - Solar - KCI,SA1,Solar PV,Semi-scheduled,375.0,Publicly Announced,,,
Unknown,Project Monash - Storage - KCI,SA1,Battery Storage,Scheduled,125.0,Publicly Announced,,,
Unknown,Proserpine Wind Farm - KCI,QLD1,Wind,Semi-scheduled,1360.0,Publicly Announced,,,
Unknown,Puggoon Hybrid,NSW1,Battery Storage,Scheduled,1.0,Publicly Announced,,,
Unknown,Punch and Creek Renewable Energy,QLD1,Solar PV,Semi-scheduled,2.56,Anticipated,2026.0,,
Unknown,Punch and Creek Renewable Energy,QLD1,Solar PV,Semi-scheduled,2.56,Anticipated,2026.0,,
Unknown,Punch and Creek Renewable Energy Stage 2,QLD1,Solar PV,Semi-scheduled,400.0,Publicly Announced,2028.0,,
Unknown,Punchs Creek (Milmerran) BESS - New,QLD1,Battery Storage,Scheduled,400.0,Publicly Announced,,,
Unknown,Punchs Creek (Milmerran) BESS - New,QLD1,Battery Storage,Scheduled,400.0,Publicly Announced,,,
Unknown,Punchs Creek Hybrid Stage 2 - KCI,QLD1,Battery Storage,Scheduled,200.0,Publicly Announced,,,
Unknown,Punchs Creek Hybrid Stage 3 - KCI,QLD1,Battery Storage,Scheduled,600.0,Publicly Announced,,,
Unknown,Puzzle Range Wind Farm,VIC1,Wind,Semi-scheduled,7.2,Publicly Announced,2035.0,,
Unknown,Puzzle Range Wind Farm,VIC1,Battery Storage,Scheduled,70.0,Publicly Announced,2035.0,,
Unknown,Quandong Solar Farm,VIC1,Solar PV,Semi-scheduled,350.0,Publicly Announced,,,
Unknown,Quarantine,SA1,Gas Turbine,Scheduled,165.0,Publicly Announced,,,
QPS1,Quarantine,SA1,Gas Turbine,Scheduled,29.0,In Service,,,
QPS2,Quarantine,SA1,Gas Turbine,Scheduled,24.0,In Service,,,
QPS3,Quarantine,SA1,Gas Turbine,Scheduled,29.0,In Service,,,
QPS4,Quarantine,SA1,Gas Turbine,Scheduled,24.0,In Service,,,
QPS5,Quarantine,SA1,Gas Turbine,Scheduled,128.0,In Service,,,
Unknown,Queensland Renewable Park,QLD1,Other,Scheduled,750.0,Publicly Announced,,,
QPSFB2,Quorn Park Solar Hybrid,NSW1,Battery Storage,Scheduled,3.45,Committed,2026.0,,
QPSFB1,Quorn Park Solar Hybrid,NSW1,Solar PV,Semi-scheduled,4.4,Committed,2026.0,,
RACOMIL1,Racecourse Mill,QLD1,Gas Turbine,Non-scheduled,7.0,In Service,,,
RACOMIL1,Racecourse Mill,QLD1,Gas Turbine,Non-scheduled,38.0,In Service,,,
Unknown,Raglan BESS,QLD1,Battery Storage,Scheduled,3.6,Publicly Announced,2028.0,,
Unknown,Raglan Solar Farm,QLD1,Solar PV,Semi-scheduled,300.0,Publicly Announced,,,
RANGEB1,Rangebank BESS,VIC1,Battery Storage,Scheduled,200.0,In Service,,,
Unknown,Ravenswood Solar Farm BESS,VIC1,Solar PV,Semi-scheduled,4.32,Publicly Announced,2026.0,,
Unknown,Ravenswood Solar Farm BESS,VIC1,Solar PV,Semi-scheduled,2.5,Publicly Announced,,,
Unknown,Redbank,NSW1,Gas Turbine,Scheduled,151.0,Publicly Announced,,,
REECE1,Reece,TAS1,Hydro,Scheduled,115.6,In Service,,,
REECE2,Reece,TAS1,Hydro,Scheduled,115.6,In Service,,,
Unknown,Reeves Plains Battery - stage 2,SA1,Battery Storage,Scheduled,50.0,Publicly Announced,2029.0,,
Unknown,Reeves Plains OCGT - stage 1,SA1,Gas Turbine,Scheduled,150.0,Publicly Announced,2032.0,,
Unknown,Reeves Plains Power Station BESS,SA1,Battery Storage,Scheduled,250.0,Anticipated,2028.0,,
Unknown,Regentville BESS,NSW1,Battery Storage,Scheduled,225.0,Publicly Announced,,,
REPULSE,Repulse,TAS1,Hydro,Non-scheduled,28.0,In Service,,,
Unknown,Richmond Valley BESS,NSW1,Battery Storage,Scheduled,275.0,Anticipated,2027.0,,
Unknown,Richmond Valley Solar Farm,NSW1,Solar PV,Semi-scheduled,252.0,Publicly Announced,,,
Unknown,Ridgey Creek BESS,NSW1,Battery Storage,Scheduled,130.0,Publicly Announced,,,
Unknown,Rifle Butts Wind Farm ,VIC1,Wind,Semi-scheduled,40.0,Publicly Announced,,,
Unknown,River Parks Battery Energy Storage System,QLD1,Battery Storage,Scheduled,200.0,Publicly Announced,,,
RESS1,Riverina Energy Storage System 1,NSW1,Battery Storage,Scheduled,60.0,In Service,,,
RIVNB2,Riverina Energy Storage System 2,NSW1,Battery Storage,Scheduled,1.25,In Service,,,
Unknown,Riverland Solar Storage - Solar,SA1,Solar PV,Semi-scheduled,330.0,Publicly Announced,,,
Unknown,Riverland Solar Storage - Storage,SA1,Battery Storage,Scheduled,100.0,Publicly Announced,,,
Unknown,Robbins Island Wind Farm,TAS1,Wind,Semi-scheduled,929.0,Publicly Announced,,,
Unknown,Robertstown BESS,SA1,Battery Storage,Scheduled,400.0,Publicly Announced,,,
Unknown,Robertstown Solar,SA1,Battery Storage,Scheduled,125.0,Publicly Announced,,,
Unknown,Robertstown Solar,SA1,Battery Storage,Scheduled,125.0,Publicly Announced,,,
Unknown,Robertstown Solar,SA1,Solar PV,Semi-scheduled,3.94,Publicly Announced,,,
Unknown,Robertstown Solar,SA1,Solar PV,Semi-scheduled,3.94,Publicly Announced,,,
RPCG,Rocky Point Sugar Mill Cogeneration Plant,QLD1,Other,Non-scheduled,30.0,In Service,,,
Unknown,Rollsville Hybrid Facility - Battery,NSW1,Battery Storage,Scheduled,110.0,Publicly Announced,,,
Unknown,Rollsville Hybrid Facility - Solar,NSW1,Solar PV,Semi-scheduled,220.0,Publicly Announced,,,
ROMA_7,Roma,QLD1,Gas Turbine,Scheduled,40.0,In Service,,,
ROMA_8,Roma,QLD1,Gas Turbine,Scheduled,40.0,In Service,,,
Unknown,Romani BESS,NSW1,Battery Storage,Scheduled,1.0,Publicly Announced,2030.0,,
Unknown,Romani Solar Farm,NSW1,Solar PV,Semi-scheduled,4.2,Publicly Announced,,,
Unknown,Romani Standalone BESS,NSW1,Battery Storage,Scheduled,1.0,Publicly Announced,2028.0,,
Unknown,Ronalds Ridge Solar Power Station (Hybrid) - KCI,QLD1,Other,Scheduled,200.0,Publicly Announced,,,
RRSF1,Ross River Solar Farm,QLD1,Solar PV,Semi-scheduled,2.0,In Service,,,
ROWALLAN,Rowallan,TAS1,Hydro,Non-scheduled,10.5,In Service,,,
Unknown,Rowallan Pumped Hydro Option,TAS1,Hydro,Scheduled,187.5,Publicly Announced,,,
ROYALLA1,Royalla Solar Farm,NSW1,Solar PV,Non-scheduled,1.0,In Service,,,
Unknown,Rubicon BESS,VIC1,Battery Storage,Scheduled,4.2,Publicly Announced,2029.0,,
RUBICON,Rubicon Mountain Streams,VIC1,Hydro,Non-scheduled,2.7,In Service,,,
Unknown,Rubicon Solar Farm,VIC1,Solar PV,Semi-scheduled,4.2,Publicly Announced,2029.0,,
Unknown,Ruby Hills North Wind Farm ,NSW1,Wind,Semi-scheduled,6.2,Publicly Announced,2028.0,,
RUGBYR1,Rugby Run Solar Farm,QLD1,Solar PV,Semi-scheduled,65.0,In Service,,,
Unknown,Running Creek Solar and BESS,QLD1,Battery Storage,Scheduled,600.0,Publicly Announced,2031.0,,
Unknown,Running Creek Solar and BESS,QLD1,Solar PV,Semi-scheduled,600.0,Publicly Announced,2031.0,,
Unknown,Rutherglen Battery - KCI,QLD1,Battery Storage,Scheduled,400.0,Publicly Announced,,,
Unknown,Rutherglen Solar Farm - KCI,QLD1,Solar PV,Semi-scheduled,400.0,Publicly Announced,,,
RYANCWF1,Ryan Corner Wind Farm,VIC1,Wind,Semi-scheduled,4.2,In Service,,,
RYEPARK1,Rye Park Wind Farm,NSW1,Wind,Semi-scheduled,6.0,In Service,2024.0,,
Unknown,Salisbury BESS,NSW1,Battery Storage,Scheduled,200.0,Publicly Announced,2027.0,,
Unknown,Salisbury Solar 450MW,NSW1,Solar PV,Semi-scheduled,5.0,Publicly Announced,2032.0,,
Unknown,Salisbury Solar 450MW,NSW1,Solar PV,Semi-scheduled,5.0,Publicly Announced,2032.0,,
Unknown,Salisbury Solar 450MW,NSW1,Solar PV,Semi-scheduled,5.0,Publicly Announced,2032.0,,
SALTCRK1,Salt Creek Wind Farm,VIC1,Wind,Semi-scheduled,3.6,In Service,,,
Unknown,Sandigo Solar Farm,NSW1,Solar PV,Semi-scheduled,1.0,Publicly Announced,,,
Unknown,Sandy Creek Energy Storage System,NSW1,Solar PV,Semi-scheduled,1.0,Publicly Announced,,,
Unknown,Sandy Creek Solar Farm,NSW1,Solar PV,Semi-scheduled,700.0,Anticipated,2029.0,,
Unknown,Sandy Creek Standalone BESS,NSW1,Battery Storage,Scheduled,700.0,Publicly Announced,2031.0,,
Unknown,Sandy Point Hybrid - Solar,NSW1,Solar PV,Semi-scheduled,4.2,Publicly Announced,,,
Unknown,Sandy Point Hybrid - Storage,NSW1,Battery Storage,Scheduled,4.2,Publicly Announced,,,
SAPHWF1,Sapphire Wind Farm,NSW1,Wind,Semi-scheduled,3.6,In Service,,,
Unknown,Seaspray Off Shore Wind Farm,VIC1,Wind,Semi-scheduled,15.0,Publicly Announced,,,
SEBSF1,Sebastopol Solar Farm,NSW1,Solar PV,Semi-scheduled,2.25,In Service,,,
Unknown,SEC Renewable Energy Hub,VIC1,Battery Storage,Scheduled,100.0,Publicly Announced,,,
SHEP1,Shepparton Wastewater Treatment Facility,VIC1,Gas Turbine,Non-scheduled,1.1,In Service,,,
SHGEN,Shoalhaven,NSW1,Hydro,Scheduled,41.0,In Service,,,
SHGEN,Shoalhaven,NSW1,Hydro,Scheduled,41.0,In Service,,,
SHGEN,Shoalhaven,NSW1,Hydro,Scheduled,82.5,In Service,,,
SHGEN,Shoalhaven,NSW1,Hydro,Scheduled,82.5,In Service,,,
Unknown,Shoalhaven Expansion,NSW1,Hydro,Scheduled,235.0,Publicly Announced,,,
Unknown,Silver City Energy Storage,NSW1,Battery Storage,Scheduled,100.0,Anticipated,2028.0,,
Unknown,Silverleaf Solar Farm - KCI,NSW1,Solar PV,Semi-scheduled,120.0,Publicly Announced,,,
STWF1,Silverton Wind Farm,NSW1,Wind,Semi-scheduled,3.43,In Service,,,
Unknown,Skye Ridge Wind Farm,NSW1,Wind,Semi-scheduled,6.2,Publicly Announced,2031.0,,
SMTHBES1,Smithfield BESS,NSW1,Battery Storage,Scheduled,2.4,In Service,2025.0,,
SITHE01,Smithfield Energy Facility,NSW1,Gas Turbine,Scheduled,41.9,In Service,,,
SITHE01,Smithfield Energy Facility,NSW1,Gas Turbine,Scheduled,41.9,In Service,,,
SITHE01,Smithfield Energy Facility,NSW1,Gas Turbine,Scheduled,41.9,In Service,,,
Unknown,Smoky Creek Solar Power Station,QLD1,Battery Storage,Scheduled,300.0,Anticipated,2029.0,,
Unknown,Smoky Creek Solar Power Station,QLD1,Solar PV,Semi-scheduled,300.0,Anticipated,2029.0,,
SNAPPER1,Snapper Point Power Station,SA1,Gas Turbine,Scheduled,30.8,In Service,,,
SNAPPER1,Snapper Point Power Station,SA1,Gas Turbine,Scheduled,30.8,In Service,,,
SNAPPER1,Snapper Point Power Station,SA1,Gas Turbine,Scheduled,30.8,In Service,,,
SNAPPER1,Snapper Point Power Station,SA1,Gas Turbine,Scheduled,30.8,In Service,,,
SNAPPER1,Snapper Point Power Station,SA1,Gas Turbine,Scheduled,30.8,In Service,,,
Unknown,Snowtown North Solar Farm,SA1,Solar PV,Semi-scheduled,4.0,Publicly Announced,,,
Unknown,Snowtown North Solar Farm - BESS,SA1,Battery Storage,Scheduled,100.0,Publicly Announced,,,
SNOWSTH1,Snowtown S2 Wind Farm,SA1,Wind,Semi-scheduled,3.0,In Service,,,
SNOWNTH1,Snowtown S2 Wind Farm,SA1,Wind,Semi-scheduled,3.0,In Service,,,
SNOWTWN1,Snowtown Wind Farm,SA1,Wind,Semi-scheduled,2.1,In Service,,,
Unknown,Snowy 2.0.,NSW1,Hydro,Scheduled,363.0,Committed,2028.0,,
Unknown,Snowy 2.0.,NSW1,Hydro,Scheduled,371.0,Committed,2028.0,,
Unknown,Snowy 2.0.,NSW1,Hydro,Scheduled,363.0,Committed,2028.0,,
Unknown,Snowy 2.0.,NSW1,Hydro,Scheduled,371.0,Committed,2028.0,,
Unknown,Snowy 2.0.,NSW1,Hydro,Scheduled,363.0,Committed,2028.0,,
Unknown,Snowy 2.0.,NSW1,Hydro,Scheduled,371.0,Committed,2028.0,,
SNUG1,Snuggery,SA1,Gas Turbine,Scheduled,21.0,Announced Withdrawal,,2028-01-01,2028.0
SNUG1,Snuggery,SA1,Gas Turbine,Scheduled,21.0,Announced Withdrawal,,2028-01-01,2028.0
SNUG1,Snuggery,SA1,Gas Turbine,Scheduled,21.0,Announced Withdrawal,,2028-01-01,2028.0
SNUGNL1,Snuggery,SA1,Gas Turbine,Non-scheduled,21.0,Announced Withdrawal,,2028-01-01,2028.0
Unknown,Solar River Solar And BESS Project,SA1,Battery Storage,Scheduled,256.0,Anticipated,2027.0,,
Unknown,Solar River Solar And BESS Project,SA1,Solar PV,Semi-scheduled,2.78,Anticipated,2027.0,,
AGLSOM,Somerton,VIC1,Gas Turbine,Scheduled,42.5,In Service,,,
AGLSOM,Somerton,VIC1,Gas Turbine,Scheduled,42.5,In Service,,,
AGLSOM,Somerton,VIC1,Gas Turbine,Scheduled,42.5,In Service,,,
AGLSOM,Somerton,VIC1,Gas Turbine,Scheduled,42.5,In Service,,,
Unknown,South Burnett BESS,QLD1,Battery Storage,Scheduled,300.0,Publicly Announced,2027.0,,
Unknown,South Coree BESS,NSW1,Battery Storage,Scheduled,1.0,Publicly Announced,2029.0,,
Unknown,South East BESS - Storage - KCI,SA1,Battery Storage,Scheduled,0.98,Publicly Announced,2030.0,,
Unknown,South Johnstone Mill,QLD1,Gas Turbine,Non-scheduled,2.0,In Service,,,
Unknown,South Johnstone Mill,QLD1,Gas Turbine,Non-scheduled,7.8,In Service,,,
Unknown,South Johnstone Mill,QLD1,Gas Turbine,Non-scheduled,9.5,In Service,,,
Unknown,South Johnstone Mill (expansion),QLD1,Gas Turbine,Non-scheduled,32.0,Publicly Announced,,,
Unknown,South Kempsey BESS,NSW1,Battery Storage,Scheduled,2.5,Publicly Announced,,,
SKSF1,South Keswick Solar Farm,NSW1,Solar PV,Non-scheduled,2.32,In Service,,,
Unknown,South Nanango BESS,QLD1,Battery Storage,Scheduled,630.0,Publicly Announced,,,
Unknown,South Pacific Offshore Wind Project,NSW1,Wind,Semi-scheduled,15.25,Publicly Announced,2035.0,,
Unknown,South Walker Creek Power Station,QLD1,Other,Non-scheduled,3.34,Publicly Announced,2027.0,,
Unknown,Southern Winds Offshore Wind,VIC1,Wind,Semi-scheduled,15.0,Publicly Announced,,,
Unknown,Specimen Hill BESS - Storage - KCI,QLD1,Battery Storage,Scheduled,100.0,Publicly Announced,,,
Unknown,Specimen Hill Wind Farm,QLD1,Wind,Semi-scheduled,6.0,Publicly Announced,,,
Unknown,Spicers Creek Wind Farm,NSW1,Wind,Semi-scheduled,6.0,Publicly Announced,,,
Unknown,Spinifex Offshore Wind Farm,VIC1,Wind,Semi-scheduled,1200.0,Publicly Announced,,,
Unknown,Springlands Wind Farm,QLD1,Wind,Semi-scheduled,6.6,Publicly Announced,2030.0,,
Unknown,Springvale Energy Hub,VIC1,Battery Storage,Scheduled,1.93,Anticipated,2026.0,,
Unknown,SRI/Mirabou (Braemar) BESS - KCI,QLD1,Battery Storage,Scheduled,500.0,Publicly Announced,,,
Unknown,St Patricks Plains Wind Farm,TAS1,Wind,Semi-scheduled,6.2,Publicly Announced,,,
Unknown,Stanhope Solar and BESS Project,VIC1,Solar PV,Semi-scheduled,5.0,Publicly Announced,2027.0,,
Unknown,Stanhope Solar and BESS Project,VIC1,Battery Storage,Scheduled,20.0,Publicly Announced,2027.0,,
Unknown,Stanmore WCMG power station,QLD1,Gas Turbine,Non-scheduled,3.36,Publicly Announced,,,
STAN-1,Stanwell,QLD1,Coal,Scheduled,365.0,In Service,,,
STAN-2,Stanwell,QLD1,Coal,Scheduled,365.0,In Service,,,
STAN-3,Stanwell,QLD1,Coal,Scheduled,365.0,In Service,,,
STAN-4,Stanwell,QLD1,Coal,Scheduled,365.0,In Service,,,
Unknown,Stanwell BESS,QLD1,Battery Storage,Scheduled,300.0,Anticipated,2026.0,,
Unknown,Stapylton Renewable Energy Facility,QLD1,Gas Turbine,Non-scheduled,1.06,In Service,,,
Unknown,Stapylton Renewable Energy Facility,QLD1,Gas Turbine,Non-scheduled,0.76,In Service,,,
Unknown,Stapylton Renewable Energy Facility,QLD1,Gas Turbine,Non-scheduled,0.47,In Service,,,
Unknown,Star of the South Wind Farm,VIC1,Wind,Semi-scheduled,15.0,Publicly Announced,2032.0,,
STARHLWF,Starfish Hill,SA1,Wind,Significant Non-scheduled,1.5,In Service,,,
STOCKYD1,Stockyard Hill Wind Farm,VIC1,Wind,Semi-scheduled,3.0,In Service,,,
STOCKYD1,Stockyard Hill Wind Farm,VIC1,Wind,Semi-scheduled,3.4,In Service,,,
STOCKYD1,Stockyard Hill Wind Farm,VIC1,Wind,Semi-scheduled,3.57,In Service,,,
Unknown,Stonehaven Gas Turbines - KCI,VIC1,Gas Turbine,Scheduled,220.0,Publicly Announced,,,
Unknown,Stoney Creek BESS,NSW1,Battery Storage,Scheduled,125.0,Anticipated,2027.0,,
Unknown,Stony Creek Wind Farm,QLD1,Wind,Semi-scheduled,400.0,Publicly Announced,,,
Unknown,Strafford Renewable Energy Hub - Pumped Hydro,NSW1,Hydro,Scheduled,200.0,Publicly Announced,,,
Unknown,Stratford Renewable Energy Hub,NSW1,Hydro,Scheduled,400.0,Publicly Announced,,,
Unknown,Stratford Renewable Energy Hub,NSW1,Solar PV,Semi-scheduled,4.2,Publicly Announced,,,
Unknown,Strathbogie Ranges Wind Farm,VIC1,Wind,Semi-scheduled,8.0,Publicly Announced,2031.0,,
Unknown,Strontian Solar BESS,NSW1,Battery Storage,Scheduled,333.0,Publicly Announced,,,
Unknown,Strontian Solar Farm,NSW1,Solar PV,Semi-scheduled,4.2,Publicly Announced,,,
Unknown,Stubbo BESS,NSW1,Battery Storage,Scheduled,200.0,Publicly Announced,2029.0,,
STUBSF1,Stubbo Solar Farm,NSW1,Solar PV,Semi-scheduled,202.0,In Service,,,
STUBSF2,Stubbo Solar Farm,NSW1,Solar PV,Semi-scheduled,198.0,In Service,,,
Unknown,Sturt Solar,SA1,Solar PV,Semi-scheduled,300.0,Publicly Announced,,,
Unknown,Sturt Solar,SA1,Battery Storage,Scheduled,300.0,Publicly Announced,,,
Unknown,Summerfield BESS,SA1,Battery Storage,Scheduled,4.39,Committed,2026.0,,
Unknown,Summerfield BESS,SA1,Battery Storage,Scheduled,4.39,Committed,2026.0,,
